ID,GRUPO,EMPRESA,SEGMENTO,CIDADE_UF,GPTW,STATUS_MAPEAMENTO,SITE_OFICIAL,LINKEDIN_EMPRESA,GESTOR_RH,CARGO_RH,LINKEDIN_GESTOR_RH,EMAIL_CONTATO,TELEFONE,PORTAL_VAGAS,OBSERVACOES
144,CONCORRENTE - REFRATARIOS,Shinagawa Refratários do Brasil,Refratários,Vinhedo-SP,,,https://shinagawa-br.com,https://www.linkedin.com/company/shinagawa-refractories-co--ltd-,Nao identificado,,,,,https://shinagawabrasilvagas.jobs.recrut.ai,Concorrente de RHI Magnesita. Fundada 2022 no Brasil. Grupo japonês desde 1875.
145,CONCORRENTE - REFRATARIOS,EKW do Brasil Produtos Refratários,Refratários,Pomerode-SC,,,https://www.ekwdobrasil.com.br,https://www.linkedin.com/company/ekw-do-brasil---produtos-refrat-rios-ltda,Nao identificado,,,,,,Concorrente de RHI Magnesita. Fundada 2002. Grupo alemão EKW GmbH + Cerâmica Ziegler. Cap. 1.500 ton/mês.
146,CONCORRENTE - REFRATARIOS,Combustol & Metalpó,Refratários Especiais / Fornos,São Paulo-SP,,,https://www.metalpo.com.br,https://www.linkedin.com/company/grupo-combustol-metalpo,Nao identificado,,,,,,"Concorrente de RHI Magnesita. Plantas em SP, RJ e Contagem (MG). +60 anos de tradição."
147,CONCORRENTE - REFRATARIOS,Saint-Gobain Brasil (Divisão Refratários),Refratários,São Paulo-SP,,,https://www.saint-gobain.com.br,https://www.linkedin.com/company/saint-gobain,Nao identificado,,,,,https://saint-gobain.csod.com/ux/ats/careersite/5/home?c=saint-gobain,Concorrente de RHI Magnesita. Multinacional francesa. Um dos maiores players globais em materiais de construção e refratários.
148,CONCORRENTE - REFRATARIOS,Harbison-Walker International (HWI),Refratários,Sem operação fabril própria no Brasil,,,https://www.thinkHWI.com,https://www.linkedin.com/company/harbison-walker-international,Nao identificado,,,,,,Concorrente de RHI Magnesita. Multinacional americana. Atende mercado brasileiro via importação e parcerias.
149,CONCORRENTE - REFRATARIOS,Calderys (antiga Calderys/Imerys),Refratários Monolíticos,São Paulo-SP,,,https://www.calderys.com,https://www.linkedin.com/company/calderys,Nao identificado,,,,,,Concorrente de RHI Magnesita. Multinacional (grupo Imerys). Especializada em refratários monolíticos para siderurgia.
150,CONCORRENTE - MINERACAO/METALURGIA,CBMM (Cia Brasileira de Metalurgia e Mineração),Mineração / Metalurgia (Nióbio),Araxá-MG,,,https://cbmm.com,https://www.linkedin.com/company/cbmm,Nao identificado,,,,,https://cbmm.com/en/careers,Concorrente de FERBASA. Líder mundial em nióbio (80% da produção global). Capital privado brasileiro.
151,CONCORRENTE - MINERACAO/METALURGIA,Anglo American Níquel Brasil,Mineração / Metalurgia (Níquel),Belo Horizonte-MG / Niquelândia-GO,,,https://brasil.angloamerican.com,https://www.linkedin.com/company/anglo-american,Geovanni Vieira,Head de Pessoas e Organização,,,,https://brasil.angloamerican.com/pt-pt/pessoas-e-carreiras,Concorrente de FERBASA. Multinacional britânica-sul-africana. Extração de níquel em Goiás.
152,CONCORRENTE - MINERACAO/METALURGIA,Minasligas (Cia Ferroligas Minas Gerais),Ferroligas (Ferro Silício / Silício Metálico),Belo Horizonte-MG / Pirapora-MG,,,https://www.minasligas.com.br,https://www.linkedin.com/company/minasligas,Nao identificado,,,,,,Concorrente de FERBASA. Fundada 1976. 8 fornos. Cap. 60.000t FeSi75 + 40.000t Si metálico/ano.
153,CONCORRENTE - MINERACAO/METALURGIA,Nova Era Silicon S/A,Ferroligas (Ferro Silício),Nova Era-MG,,,Não localizado,https://www.linkedin.com/company/novaerasilicon,Nao identificado,,,,,,Concorrente de FERBASA. Grupo japonês JFE. Fundada 1984. Produtora de FeSi de alta pureza.
154,CONCORRENTE - MINERACAO/METALURGIA,LIASA (Ligas de Alumínio S.A.),Silício Metálico / Ferroligas,Pirapora-MG,,,https://liasa.com.br,https://www.linkedin.com/company/liasa,Nao identificado,,,,,,Concorrente de FERBASA. Fundada 1966. Primeira fábrica de Si metálico da América Latina. Grupo inclui LNA (EUA).
155,CONCORRENTE - MINERACAO/METALURGIA,Gerdau S.A.,Siderurgia / Metalurgia (Aços Longos),Porto Alegre-RS,,,https://www.gerdau.com.br,https://www.linkedin.com/company/gerdau,Nao identificado,,,,,https://jobs.gerdau.com/?locale=pt_BR,Concorrente de FERBASA. Maior produtora de aço do Brasil. Atua em aços longos e especiais. Listada na B3.
156,CONCORRENTE - MINERACAO/METALURGIA,Vallourec South America (Mineração e Tubos),Mineração / Siderurgia (Tubos Sem Costura),Belo Horizonte-MG,,,https://brazil.vallourec.com,https://www.linkedin.com/company/vallourec-south-america,Nao identificado,,,,,https://brazil.vallourec.com/en/people/,Concorrente de FERBASA. Multinacional francesa. 8 unidades no Brasil. Mina Pau Branco em Brumadinho-MG.
157,CONCORRENTE - MINERACAO/METALURGIA,Cia Paulista de Ferro-Ligas,Ferroligas,Mairinque-SP,,,Não localizado,Não localizado,Nao identificado,,,,,,"Concorrente de FERBASA. Produz ferromanganes, ferrossilício, silicomanganês e ligas especiais."
158,CONCORRENTE - MINERACAO/METALURGIA,Globe Metais Ind. e Com.,Silício Metálico / Ferroligas,São Paulo-SP,,,Não localizado,Não localizado,Nao identificado,,,,,,Concorrente de FERBASA. Adquiriu unidade da Camargo Corrêa Metais. Grupo Globe Specialty Metals.
159,CONCORRENTE - MINERACAO/METALURGIA,Nucleo Ligas (Núcleo Ind. e Com. de Ferroligas),Ferroligas,Não confirmado,,,https://nucleoligas.com.br,https://www.linkedin.com/company/nucleoligas,Nao identificado,,,,,,Concorrente de FERBASA. Produtora de ferroligas brasileira.
160,CONCORRENTE - VAREJO/ATACADO,Grupo Carrefour Brasil,Varejo Alimentar / Hipermercados,Barueri-SP,,,https://www.grupocarrefourbrasil.com.br,https://br.linkedin.com/company/grupocarrefourbrasil,Catia Porto,VP de Recursos Humanos / CHRO,,,,https://grupocarrefourbrasil.gupy.io/,"Concorrente de Grupo Mateus. #1 ranking ABRAS 2025 - R$120bi faturamento. 25 anos exp. RH. Ex-Nokia, BAT, UHG, Grupo BIG."
161,CONCORRENTE - GRUPO MATEUS,Assaí Atacadista,Atacarejo,São Paulo-SP,,,https://www.assai.com.br,https://br.linkedin.com/company/assaiatacadista,Sandra Vicari,VP Gestão de Gente e Sustentabilidade,,,,https://assai.gupy.io/,Concorrente de Grupo Mateus. #2 ranking ABRAS 2025 - R$80bi - 307 lojas em 24 estados.
162,CONCORRENTE - VAREJO/ATACADO,Supermercados BH,Varejo Alimentar / Supermercados,Belo Horizonte-MG,,,https://www.supermercadosbh.com.br,https://br.linkedin.com/company/supermercados-bh,Elizene Martins,Gerente de RH,,,,https://vagas.supermercadosbh.com.br/,Concorrente de Grupo Mateus. #4 ranking ABRAS 2025 - R$21bi - 400+ lojas em MG e ES. Fundada 1996.
163,CONCORRENTE - VAREJO/ATACADO,GPA (Grupo Pão de Açúcar),Varejo Alimentar / Supermercados,São Paulo-SP,,,https://www.gpabr.com,https://br.linkedin.com/company/gpabr,Mirella Basolli Gomiero,"Diretora Executiva de TI, RH e Sustentabilidade",,,,https://www.gpabr.com/euescolhogpa/,"Concorrente de Grupo Mateus. #5 ranking ABRAS 2025 - R$20bi. Marcas: Pão de Açúcar, Extra."
164,CONCORRENTE - VAREJO/ATACADO,Grupo Muffato,Varejo Alimentar / Hipermercados,Cascavel-PR,,,https://www.supermuffato.com.br,https://br.linkedin.com/company/grupomuffato,Taís Ramlow da Silva Garcia,Diretora de Recursos Humanos,,,,https://muffato.jobs.recrut.ai/,Concorrente de Grupo Mateus. #6 ranking ABRAS 2025 - R$17bi - ~19 mil funcionários. ~50 anos no mercado.
165,CONCORRENTE - VAREJO/ATACADO,Grupo Pereira (Comper / Fort Atacadista),Varejo Alimentar / Atacarejo,Campo Grande-MS,,,https://www.grpereira.com.br,https://br.linkedin.com/company/grupo-pereira,Paulos Nogueira,"Diretor de RH, Comunicação Interna e ESG",,,,https://grupopereira.gupy.io/,"Concorrente de Grupo Mateus. #7 ranking ABRAS 2025 - R$15bi - 100+ unidades. Marcas: Comper, Fort Atacadista."
166,CONCORRENTE - VAREJO/ATACADO,Mart Minas & Dom Atacadista,Atacado e Varejo,Belo Horizonte-MG,,,https://www.martminas.com.br,https://br.linkedin.com/company/martminasatacadoevarejo,Luciana Rodrigues,Gerente de Pessoas e Resultado,,,,https://martminasedom.jobs.recrut.ai/,Concorrente de Grupo Mateus. #8 ranking ABRAS 2025 - R$11bi - 60+ lojas em MG. 18 mil funcionários.
167,CONCORRENTE - VAREJO/ATACADO,Cencosud Brasil (GBarbosa / Bretas / Prezunic),Varejo Alimentar / Supermercados,São Paulo-SP,,,https://www.cencosudbrasil.com.br,https://br.linkedin.com/company/cencosud-brasil,Nao identificado,,,,,https://cencosudbrasil.gupy.io/,"Concorrente de Grupo Mateus. #9 ranking ABRAS 2025 - R$11bi. Grupo chileno. Marcas: GBarbosa, Bretas, Prezunic."
168,CONCORRENTE - VAREJO/ATACADO,Grupo Koch,Varejo Alimentar / Supermercados,Gaspar-SC,,,https://www.superkoch.com.br,https://br.linkedin.com/company/koch-hipermercado-ltda,Alisson Santos,Gerente de Recursos Humanos,,,,https://grupokoch.jobs.recrut.ai/,Concorrente de Grupo Mateus. #10 ranking ABRAS 2025 - R$10bi - 92 lojas. Maior rede de SC.
169,CONCORRENTE - VAREJO/ATACADO,Hiperideal,Varejo Alimentar / Supermercados,Salvador-BA,,,https://www.hiperideal.com.br,https://br.linkedin.com/company/hiperideal-supermercado,Nao identificado,,,,,https://hiperideal.jobs.recrut.ai/,Concorrente de Grupo Mateus. 26 lojas em Salvador e região metropolitana. Concorrente local direto. Desde 2002.
170,CONCORRENTE - ATAKAREJO,Assaí Atacadista,Atacarejo,São Paulo-SP,,,https://www.assai.com.br,https://br.linkedin.com/company/assaiatacadista,Sandra Vicari,VP Gestão de Gente e Sustentabilidade,,,,https://assai.gupy.io/,Concorrente de Atakarejo. 307 lojas - Presente em 24 estados. Plano: 10 novas lojas em 2026.
171,CONCORRENTE - ATAKAREJO,Atacadão (Grupo Carrefour),Atacarejo,Barueri-SP,,,https://www.atacadao.com.br,https://br.linkedin.com/company/atacadao,Catia Porto,VP de RH - Grupo Carrefour,,,,https://grupocarrefourbrasil.gupy.io/,Concorrente de Atakarejo. 385 lojas de autosserviço. Maior rede atacarejo do Brasil.
172,CONCORRENTE - ATAKAREJO,Tenda Atacado,Atacarejo,São Paulo-SP,,,https://www.tendaatacado.com.br,https://br.linkedin.com/company/tendaatacadooficial,Cristina Caresia,Diretora de Recursos Humanos,,,,https://tendaatacado.pandape.com.br/,Concorrente de Atakarejo. 100% brasileira. 40+ lojas. 8.000+ funcionários. Ex-Hering e Natura.
173,CONCORRENTE - ATAKAREJO,Novo Atacarejo,Atacarejo,Recife-PE,,,https://novoatacarejo.com,https://br.linkedin.com/company/novoatacarejo,Nao identificado,,,,,https://novoatacarejo.jobs.recrut.ai/,Concorrente de Atakarejo. Fundado 2019. Adquirido pelo Grupo Mateus em jul/2025.
174,CONCORRENTE - VAREJO/ATACADO,Mart Minas & Dom Atacadista,Atacado e Varejo,Belo Horizonte-MG,,,https://www.martminas.com.br,https://br.linkedin.com/company/martminasatacadoevarejo,Luciana Rodrigues,Gerente de Pessoas e Resultado,,,,https://martminasedom.jobs.recrut.ai/,"Concorrente de Atakarejo. 60+ lojas em MG. R$12,5bi projeção 2025. 18 mil funcionários."
175,CONCORRENTE - ATAKAREJO,Fort Atacadista (Grupo Pereira),Atacarejo,Campo Grande-MS,,,https://www.fortatacadista.com.br,https://br.linkedin.com/company/grupo-pereira,Paulos Nogueira,"Dir. de RH, Com. Interna e ESG - Grupo Pereira",,,,https://grupopereira.gupy.io/,"Concorrente de Atakarejo. 51 lojas em SC, MT, SP, MS. Desde 1999."
176,CONCORRENTE - ATAKAREJO,Atacadão Dia a Dia,Atacarejo,Brasília-DF,,,https://atacadaodiaadia.com.br,https://br.linkedin.com/company/atacadaodiaadia,Nao identificado,,,,,https://atacadaodiaadia.com.br/trabalhe-conosco/,"Concorrente de Atakarejo. 25 lojas em DF, GO, BA e TO. 5.000+ funcionários."
177,CONCORRENTE - VAREJO/ATACADO,GBarbosa (Cencosud),Varejo / Atacarejo,Aracaju-SE,,,https://www.gbarbosa.com.br,https://br.linkedin.com/company/cencosud-brasil,Nao identificado,,,,,https://cencosudbrasil.gupy.io/,"Concorrente de Atakarejo. Forte presença Nordeste: SE, BA, AL, PE, CE. Desde 1955. Cencosud desde 2007."
178,CONCORRENTE - VAREJO/ATACADO,RedeMix,Atacado e Varejo,Salvador-BA,,,https://www.redemix.com.br,https://br.linkedin.com/company/gruporedemix,Nao identificado,,,,,,Concorrente de Atakarejo. 13 lojas em Salvador (6 varejo + 7 atacado). ~1.500 funcionários. Desde 2004.
179,CONCORRENTE - VAREJO/ATACADO,Grupo Mateus (Mix Mateus),Atacarejo / Varejo Alimentar,São Luís-MA,,,https://www.grupomateus.com.br,https://br.linkedin.com/company/grupo-mateus,Nao identificado,,,,,https://grupomateus.gupy.io/,Concorrente de Atakarejo. #3 ranking ABRAS. Expandindo em Salvador com Mix Mateus. R$36bi.
180,CONCORRENTE - VAREJO/ATACADO,Grupo Mateus (Mix Mateus),Varejo Alimentar / Atacarejo,São Luís-MA,,,https://www.grupomateus.com.br,https://br.linkedin.com/company/grupo-mateus,Nao identificado,,,,,https://grupomateus.gupy.io/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus. #3 ABRAS. Expansão em Salvador.
181,CONCORRENTE - VAREJO/ATACADO,Hiperideal,Supermercados,Salvador-BA,,,https://www.hiperideal.com.br,https://br.linkedin.com/company/hiperideal-supermercado,Nao identificado,,,,,https://hiperideal.jobs.recrut.ai/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus. 26 lojas em Salvador.
182,CONCORRENTE - REDEMIX,Atakarejo,Atacarejo,Salvador-BA,,,https://atakarejo.com.br,Não identificado,Nao identificado,,,,,,"Concorrente de RedeMix. Adquirido por Pátria Investimentos (R$700mi, 2023). Concorrente local forte."
183,CONCORRENTE - VAREJO/ATACADO,GBarbosa (Cencosud),Supermercados / Atacarejo,Aracaju-SE,,,https://www.gbarbosa.com.br,https://br.linkedin.com/company/cencosud-brasil,Nao identificado,,,,,https://cencosudbrasil.gupy.io/,Concorrente de RedeMix. Sobreposição. Forte presença Nordeste.
184,CONCORRENTE - REDEMIX,Assaí Atacadista,Atacarejo,São Paulo-SP,,,https://www.assai.com.br,https://br.linkedin.com/company/assaiatacadista,Sandra Vicari,VP Gestão de Gente e Sustentabilidade,,,,https://assai.gupy.io/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus. Presente em Salvador.
185,CONCORRENTE - REDEMIX,Atacadão (Grupo Carrefour),Atacarejo,Barueri-SP,,,https://www.atacadao.com.br,https://br.linkedin.com/company/atacadao,Catia Porto,VP de RH - Grupo Carrefour,,,,https://grupocarrefourbrasil.gupy.io/,Concorrente de RedeMix. Sobreposição. Presente em Salvador.
186,CONCORRENTE - VAREJO/ATACADO,Supermercados BH,Supermercados,Belo Horizonte-MG,,,https://www.supermercadosbh.com.br,https://br.linkedin.com/company/supermercados-bh,Elizene Martins,Gerente de RH,,,,https://vagas.supermercadosbh.com.br/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus.
187,CONCORRENTE - VAREJO/ATACADO,GPA (Pão de Açúcar),Supermercados,São Paulo-SP,,,https://www.gpabr.com,https://br.linkedin.com/company/gpabr,Mirella Basolli Gomiero,"Dir. Exec. TI, RH e Sustentabilidade",,,,https://www.gpabr.com/euescolhogpa/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus.
188,CONCORRENTE - VAREJO/ATACADO,Grupo Muffato,Supermercados / Hipermercados,Cascavel-PR,,,https://www.supermuffato.com.br,https://br.linkedin.com/company/grupomuffato,Taís Ramlow da Silva Garcia,Diretora de RH,,,,https://muffato.jobs.recrut.ai/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus.
189,CONCORRENTE - VAREJO/ATACADO,Grupo Koch,Supermercados,Gaspar-SC,,,https://www.superkoch.com.br,https://br.linkedin.com/company/koch-hipermercado-ltda,Alisson Santos,Gerente de RH,,,,https://grupokoch.jobs.recrut.ai/,Concorrente de RedeMix. Sobreposição com lista Grupo Mateus.
190,CONCORRENTE - VAREJO/ATACADO,Magazine Luiza,Varejo / Móveis e Eletro,Franca-SP,,,https://www.magazineluiza.com.br,https://br.linkedin.com/company/magazine-luiza,Patricia Pugas / Wiliam Miguel Santos,Diretores de Gestão de Pessoas,,,,https://carreiras.magazineluiza.com.br/,Concorrente de Lojas Guido. 1.400+ lojas. Uma das maiores varejistas do Brasil.
191,CONCORRENTE - VAREJO/ATACADO,Grupo Casas Bahia (Via),Varejo / Móveis e Eletro,São Caetano do Sul-SP,,,https://www.casasbahia.com.br,https://br.linkedin.com/company/grupocasasbahia,Andreia Nunes,"Diretora Executiva de Gente, Gestão e Assuntos Corporativos",,,,https://ri.grupocasasbahia.com.br/,"Concorrente de Lojas Guido. 966 lojas. Líder em móveis e eletro. 25+ anos exp. RH. Ex-Walmart, Wine, Studio Z."
192,CONCORRENTE - LOJAS GUIDO,MadeiraMadeira,E-commerce / Móveis e Decoração,Curitiba-PR,,,https://www.madeiramadeira.com.br,https://br.linkedin.com/company/madeiramadeira,Ana Gabriela Curcio,CHRO,,,,https://madeiramadeira.gupy.io/,Concorrente de Lojas Guido. Maior loja online de móveis do Brasil. 2.000+ funcionários. Unicórnio brasileiro.
193,CONCORRENTE - VAREJO/ATACADO,Tok&Stok,Varejo / Móveis e Decoração,São Paulo-SP,,,https://www.tokstok.com.br,https://br.linkedin.com/company/tok&stok,Maria Carolina Brasil Borghesi,Diretora de RH,,,,https://www.tokstok.com.br/trabalhe-conosco,Concorrente de Lojas Guido. Referência em design e decoração.
194,CONCORRENTE - VAREJO/ATACADO,Havan,Varejo / Departamento / Móveis,Brusque-SC,,,https://www.havan.com.br,https://www.linkedin.com/company/havanoficial,Nao identificado,,,,,https://portalcliente.havan.com.br/trabalhe-conosco,Concorrente de Lojas Guido. Meta 200 megalojas e 25 mil funcionários até 2026.
195,CONCORRENTE - VAREJO/ATACADO,Marabraz,Varejo / Móveis,São Paulo-SP,,,https://www.marabraz.com.br,https://br.linkedin.com/company/lojas-marabraz,Nao identificado,,,,,https://www.marabraz.com.br/central-de-atendimento/trabalhe-conosco,Concorrente de Lojas Guido. 120+ lojas em SP. Desde 1972/1987. Especializada em móveis.
196,CONCORRENTE - VAREJO/ATACADO,Novo Mundo Móveis,Varejo / Móveis e Eletro,Goiânia-GO,,,https://www.novomundo.com.br,https://www.linkedin.com/company/novo-mundo-sa,Nao identificado,,,,,https://www.novomundo.com.br/institucional/trabalhe-conosco,Concorrente de Lojas Guido. 145 lojas. Centro-Norte. 2.500 funcionários. 66+ anos.
197,CONCORRENTE - VAREJO/ATACADO,Zenir Móveis e Eletros,Varejo / Móveis e Eletro,Fortaleza-CE,,,https://www.zenirmoveis.com.br,https://br.linkedin.com/company/zenir-m%C3%B3veis-e-eletros,Clédia Freitas,Gestora de RH,,,,https://grupozenir.gupy.io/,Concorrente de Lojas Guido. 30+ anos. GPTW. Top 25 varejistas eletromóveis do Brasil.
198,CONCORRENTE - VAREJO/ATACADO,Macavi,Varejo / Móveis e Eletro,Orós-CE,,,https://www.macavi.com.br,https://br.linkedin.com/company/macavi,Nao identificado,,,,,,Concorrente de Lojas Guido. 73 lojas em CE e PI. R$550mi+ faturamento.
199,CONCORRENTE - VAREJO/ATACADO,Móveis Simonetti,Varejo / Móveis,Pinheiros-ES,,,https://simonetti.com.br,https://br.linkedin.com/company/m%C3%B3veissimonetti,Nao identificado,,,,,https://www.moveissimonetti.com.br/?ft=trabalhe+conosco,"Concorrente de Lojas Guido. 60+ lojas em ES, BA e MG. 27+ anos."
200,CONCORRENTE - MODA/VESTUARIO,LIVE! Activewear,Moda Fitness / Activewear,Jaraguá do Sul-SC,,,https://www.liveoficial.com.br,https://www.linkedin.com/company/liveoficial,Nao identificado,,,,,,Concorrente de Alpha Co. Faturamento R$500mi. 1.600 funcionários. 80+ lojas/franquias. Fábrica 80 mil m².
201,CONCORRENTE - MODA/VESTUARIO,Track&Field,Moda Fitness / Wellness,São Paulo-SP,,,https://www.tf.com.br,https://br.linkedin.com/company/track-&-field,Selda Pessoa Klein,Chief People & Management Officer,,,,https://www.tfco.com.br/en/home-page-inst/contact/work-with-us/,Concorrente de Alpha Co. 343 lojas. 1.300+ funcionários diretos. Listada na B3. Ex-C&A 10 anos.
202,CONCORRENTE - MODA/VESTUARIO,Vestem,Moda Fitness / Activewear,Maringá-PR,,,https://vestem.com,Não identificado,Nao identificado,,,,,,Concorrente de Alpha Co. Pioneira fashion fitness Brasil. Desde 2007. Conceito athleisure desde 2010.
203,CONCORRENTE - MODA/VESTUARIO,Alto Giro,Moda Fitness / Activewear,Maringá-PR,,,https://altogiro.com.br,https://br.linkedin.com/company/alto-giro,Nao identificado,,,,,,"Concorrente de Alpha Co. Desde 1983. Presença em 13 países. Gestão ética, responsabilidade social."
204,CONCORRENTE - MODA/VESTUARIO,Insider Store,Tecnologia Têxtil / Activewear,São Paulo-SP,,,https://insiderstore.com,https://br.linkedin.com/company/insider-store,Nao identificado,,,,,,Concorrente de Alpha Co. Maior marca 100% digital vestuário Brasil. Desde 2017. Bootstrapped.
205,CONCORRENTE - MODA/VESTUARIO,Labellamafia,Moda Fitness / Streetwear,Jaraguá do Sul-SC,,,https://www.labellamafia.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Alpha Co. Marca hardcore fitness. Franquias e multimarcas.
206,CONCORRENTE - MODA/VESTUARIO,Kaisan,Moda Fitness,São Paulo-SP,,,https://www.kaisan.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Alpha Co. Moda fitness feminina. Foco em custo-benefício e atacado.
207,CONCORRENTE - MODA/VESTUARIO,Lupo Sport,Moda Fitness / Activewear,Araraquara-SP,,,https://www.lupo.com.br,https://br.linkedin.com/company/lupo,Nao identificado,,,,,https://www.lupo.com.br/trabalhe-conosco,Concorrente de Alpha Co. Marca tradicional expandindo p/ fitness desde 2010. Patrocina clubes de futebol.
208,CONCORRENTE - MODA/VESTUARIO,Colcci Fitness (Grupo AMC Têxtil),Moda Fitness / Lifestyle,Blumenau-SC,,,https://www.colcci.com.br,https://br.linkedin.com/company/colcci,Nao identificado,,,,,,Concorrente de Alpha Co. Linha fitness da marca Colcci. Grupo AMC Têxtil.
209,CONCORRENTE - MODA/VESTUARIO,Olympikus (Vulcabras),Sportswear / Activewear,Jundiaí-SP,,,https://www.olympikus.com.br,https://br.linkedin.com/company/vulcabras,Nao identificado,,,,,https://vulcabras.gupy.io/,Concorrente de Alpha Co. Maior marca esportiva brasileira. Inclui linha activewear.
210,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Essential Nutrition (Essentia Group),Suplementos Funcionais / Nutrição,Florianópolis-SC,,,https://www.essentialnutrition.com.br,https://br.linkedin.com/company/grupoessentia,Nina Silveira,Gerente de Recursos Humanos,,,,https://essentiagroup.gupy.io/,"Concorrente de Caffeine Army. 21 anos no mercado. 10+ países. Marcas: Essentia Pharma, Essential Nutrition, Noorskin."
211,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Puravida (Nestlé Health Science),Nutrição Funcional / Suplementos,São Paulo-SP,,,https://www.puravida.com.br,https://br.linkedin.com/company/puravida,Nao identificado,,,,,,Concorrente de Caffeine Army. Adquirida pela Nestlé. Foco em suplementos premium e naturais.
212,CONCORRENTE - MODA/VESTUARIO,DUX Nutrition Lab,Suplementos / Nutrição Esportiva,São Paulo-SP,,,https://www.duxnutrition.com.br,https://br.linkedin.com/company/dux-nutrition,Nao identificado,,,,,,Concorrente de Caffeine Army. Foco em clean label e ingredientes premium.
213,CONCORRENTE - MODA/VESTUARIO,Integralmédica / Darkness (Grupo BRG),Suplementos Esportivos,São Paulo-SP,,,https://www.integralmedica.com.br,https://br.linkedin.com/company/integralmedica,Silvana Passos,Coordenadora de Gente e Gestão,,,,https://brg-integralmedica.gupy.io/,"Concorrente de Caffeine Army. Desde 1983. 620+ funcionários. Marcas: Integralmédica, Darkness, Nutrify."
214,CONCORRENTE - MODA/VESTUARIO,Growth Supplements,Suplementos Esportivos,Maringá-PR,,,https://www.gsuplementos.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Caffeine Army. Líder vendas diretas online de suplementos no Brasil.
215,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Bold Snacks,Barras Proteicas / Alimentos Funcionais,Divinópolis-MG,,,https://www.boldsnacks.com.br,https://br.linkedin.com/company/bold-snacks,Nao identificado,,,,,,Concorrente de Caffeine Army. Investimento R$35mi em fábrica. Meta R$500mi faturamento até 2027.
216,CONCORRENTE - MODA/VESTUARIO,Max Titanium,Suplementos Esportivos,Matão-SP,,,https://www.maxtitanium.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Caffeine Army. Desde 2006. Foco em alta performance.
217,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,3 Corações (Café Funcional),Café / Alimentos Funcionais,Eusébio-CE,,,https://www.3coracoes.com.br,https://br.linkedin.com/company/grupo-3coracoes,Nao identificado,,,,,https://3coracoes.gupy.io/,Concorrente de Caffeine Army. Maior grupo de café do Brasil. Entrando no segmento funcional.
218,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Sanavita,Nutrição Funcional,São Paulo-SP,,,https://www.sanavita.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Caffeine Army. Pioneira em nutrição funcional no Brasil. Foco feminino.
219,CONCORRENTE - ALIMENTOS/SUPLEMENTOS,Vitafor,Suplementos / Nutrição Funcional,Vinhedo-SP,,,https://www.vitafor.com.br,Não identificado,Nao identificado,,,,,,Concorrente de Caffeine Army. Referência em probióticos e ômega-3. Reconhecida por nutricionistas.
220,CONCORRENTE - FRANQUIAS/ALIMENTACAO,The Best Açaí (Grupo The Best),Franquia / Açaiteria Self-Service,Londrina-PR,,,https://thebestacai.com.br,https://br.linkedin.com/company/grupothebest,Nao identificado,,,,,https://grupothebest.rhgestor.com.br/,Concorrente de Açaí NoKilo. 1.000+ franquias. Maior rede de açaí do Brasil. R$779mi faturamento 2024.
221,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Oakberry Açaí Bowls,Franquia / Açaí Premium,São Paulo-SP,,,https://www.oakberry.com,https://br.linkedin.com/company/oakberry,Nao identificado,,,,,,Concorrente de Açaí NoKilo. 900+ lojas. Presença internacional. Conceito premium.
222,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Açaí Concept,Franquia / Açaiteria,Recife-PE,,,https://acaiconcept.com,Não identificado,Nao identificado,,,,,,Concorrente de Açaí NoKilo. 250+ lojas. 10 países. CEO/Fundador: Miguel Teixeira.
223,CONCORRENTE - FRANQUIAS/ALIMENTACAO,Açaí da Barra,Franquia / Açaiteria Self-Service,Barra Bonita-SP,,,https://acaidabarra.com.br,https://br.linkedin.com/company/acai-da-barra,Nao identificado,,,,,,Concorrente de Açaí NoKilo. 250+ lojas. Primeiro self-service de açaí de SP (2015).
224,CONCORRENTE - FRANQUIAS/ALIMENTACAO,JAH do Açaí,Franquia / Açaiteria Self-Service,Conselheiro Lafaiete-MG,,,https://jahdoacai.com.br,Não identificado,Nao identificado,,,,,https://jahdoacai.com.br/trabalhe-conosco/,Concorrente de Açaí NoKilo. 150+ unidades em 14 estados. Self-service como diferencial.
